name,salary_from,salary_to,salary_currency,area_name,published_at
Дежурный инженер (ЦОД),,,,Москва,2022-12-19T17:59:18+0300
Администратор сайта (Bitrix),,,,Санкт-Петербург,2022-12-19T16:53:07+0300
Оператор станка с ЧПУ,150000,200000,KZT,Талгар,2022-12-19T13:59:15+0300
Руководитель IT проектов,,,,Москва,2022-12-19T15:08:31+0300
Инженер Отдела информационной безопасности,67000,,RUR,Санкт-Петербург,2022-12-19T12:10:02+0300
Инженер по тестированию ПО / QA Engineer,3000,,USD,Москва,2022-12-19T15:26:31+0300
Программист 1С,200000,,RUR,Санкт-Петербург,2022-12-19T14:00:07+0300
Сервисный инженер/механик,60000,80000,RUR,Новосибирск,2022-12-19T15:41:32+0300
Data Engineer,,,,Москва,2022-12-19T15:20:12+0300
Специалист по BITRIX 24,70000,90000,RUR,Москва,2022-12-19T15:40:05+0300
Монтажник ЛВС,50000,120000,RUR,Санкт-Петербург,2022-12-19T16:49:00+0300
Монтажник слаботочных систем,70000,,RUR,Краснодар,2022-12-19T15:35:35+0300
Java middle разработчик,,,,Москва,2022-12-19T17:46:20+0300
Продуктовый дизайнер / Product designer,,,,Санкт-Петербург,2022-12-19T14:48:27+0300
Программист С/C++,190000,,RUR,Москва,2022-12-19T15:08:57+0300
Java-разработчик,,,,Санкт-Петербург,2022-12-19T17:33:10+0300
Главный специалист ИТ-отдела,,,,Киров (Кировская область),2022-12-19T15:41:12+0300
Копирайтер,30000,,RUR,Тюмень,2022-12-19T15:54:23+0300
Инженер слаботочных систем,80000,120000,RUR,Солнечногорск,2022-12-19T17:27:39+0300
Менеджер по технической поддержке (эксплуатация зданий и сооружений),,,,Астана,2022-12-19T16:04:22+0300
Инженер-программист ПЛИС,,,,Минск,2022-12-19T17:19:00+0300
Специалист технической поддержки (L2),,,,Москва,2022-12-19T16:02:37+0300
Специалист по информационным технологиям/техник-программист ДИТ,,,,Алматы,2022-12-19T16:49:40+0300
Механик по ремонту тяжелой техники,60000,,RUR,Воронеж,2022-12-19T17:58:13+0300
Системный / бизнес-аналитик,,,,Москва,2022-12-19T15:04:38+0300
QA Automation middle,50000,70000,RUR,Москва,2022-12-19T13:12:05+0300
Контент-менеджер/помощник маркетолога,45000,,RUR,Санкт-Петербург,2022-12-19T16:48:10+0300
Оператор плазменной резки,70000,70000,RUR,Сургут,2022-12-19T12:29:33+0300
Менеджер проектов,200000,480000,KZT,Астана,2022-12-19T15:08:03+0300
QA инженер (нагрузочное тестирование),,,,Санкт-Петербург,2022-12-19T16:06:55+0300
Принт-менеджер (ТЦ Атланти),31600,36800,RUR,Саратов,2022-12-19T17:51:45+0300
Сетевой инженер,,,,Екатеринбург,2022-12-19T12:40:49+0300
Инженер-аналитик,40000,50000,RUR,Дзержинск (Нижегородская область),2022-12-19T14:49:09+0300
Копирайтер,80000,150000,RUR,Самара,2022-12-19T12:55:56+0300
Дизайнер-верстальщик,,,,Москва,2022-12-19T15:40:15+0300
Электронщик/техник,80000,150000,RUR,Москва,2022-12-19T13:43:17+0300
Дизайнер,30000,,RUR,Брянск,2022-12-19T15:50:36+0300
Главный специалист по ИТ инфраструктуре,,,,Москва,2022-12-19T17:48:27+0300
Помощник системного администратора,,,,Москва,2022-12-19T13:23:40+0300
Frontend Developer (Vue.Js),2100,4000,USD,Астана,2022-12-19T15:01:05+0300
Проектный менеджер в Дирекцию по связям с общественностью,,,,Москва,2022-12-19T12:37:38+0300
IOS Developer (Middle),,,,Москва,2022-12-19T15:24:16+0300
Механизатор трактора МТЗ-82,65000,65000,RUR,Москва,2022-12-19T15:53:37+0300
Техник (1 категория),17600,,RUR,Белгород,2022-12-19T14:55:38+0300
Технический писатель (разработка ПО)/Разработчик junior,120000,,RUR,Москва,2022-12-19T13:23:38+0300
Монтажник ВОЛС (монтаж линий связи),40000,90000,RUR,Старокорсунская,2022-12-19T15:36:32+0300
Инженер-программист,80000,110000,RUR,Санкт-Петербург,2022-12-19T13:11:20+0300
Middle/Senior Unity (C#) Developer,,,,Санкт-Петербург,2022-12-19T17:16:31+0300
Специалист технического отдела,,,,Истра,2022-12-19T17:53:21+0300
Механик по плановым ремонтам (внутренний контроль),71740,71740,RUR,Ростов-на-Дону,2022-12-19T12:01:33+0300
"Визуальный мерчандайзер (ТЦ ""Славянский Стан"")",60000,70000,RUR,Москва,2022-12-19T15:42:36+0300
Руководитель проекта,65000,,RUR,Киров (Кировская область),2022-12-19T15:56:18+0300
Системный аналитик,130000,180000,RUR,Москва,2022-12-19T17:06:32+0300
Team lead / Tech lead,,,,Москва,2022-12-19T17:32:21+0300
Механик (горнотранспортная техника),,,,Екатеринбург,2022-12-19T13:44:49+0300
Разработчик PostgreSQL,,,,Санкт-Петербург,2022-12-19T17:04:51+0300
Java Developer,,,,Санкт-Петербург,2022-12-19T15:52:27+0300
Дизайнер-верстальщик печатной продукции,40500,40500,RUR,Казань,2022-12-19T16:19:21+0300
Middle+ \ Senior Frontend-разработчик,150000,270000,RUR,Москва,2022-12-19T15:30:15+0300
Механик,,,,Разбегаево (Ленинградская область),2022-12-19T12:32:10+0300
.NET - разработчик/Middle,,,,Воронеж,2022-12-19T13:21:28+0300
Программист C# (разработчик программного обеспечения и информационных систем),40500,67500,RUR,Тверь,2022-12-19T16:15:46+0300
Станочник универсал,50000,,RUR,Санкт-Петербург,2022-12-19T16:37:34+0300
Инженер-разработчик (микроконтроллеры),80000,,RUR,Москва,2022-12-19T17:47:03+0300
Шеф-редактор,90000,90000,RUR,Реутов,2022-12-19T13:35:36+0300
Токарь-карусельщик,,,,Сафоново,2022-12-19T14:53:28+0300
Специалист по автоматизации ресторана,,,,Москва,2022-12-19T16:26:09+0300
Ведущий инженер по установке и обслуживанию оборудования,42000,,RUR,Армавир,2022-12-19T12:23:05+0300
DevSecOps инженер,,250000,RUR,Нижний Новгород,2022-12-19T13:21:43+0300
Контролер - механик по выпуску автотранспорта,70000,100000,RUR,Москва,2022-12-19T17:37:27+0300
Веб-программист (full stack),40000,,RUR,Киров (Кировская область),2022-12-19T16:02:36+0300
Системный администратор,70000,,RUR,Санкт-Петербург,2022-12-19T16:25:59+0300
Project Manager,,,,Минск,2022-12-19T14:18:22+0300
Аналитик отдела розничных продаж нефтепродуктов,140000,,RUR,Москва,2022-12-19T16:45:06+0300
Аналитик в отдел маркетинговых исследований,102000,102000,RUR,Москва,2022-12-19T17:06:55+0300
Стажер-разработчик АВАР,,23000,RUR,Пермь,2022-12-19T14:03:28+0300
Фрезеровщик,100000,,RUR,Вичуга,2022-12-19T14:19:46+0300
Инженер по информационной безопасности,150000,,RUR,Санкт-Петербург,2022-12-19T16:46:05+0300
Младший специалист технической поддержки,,,,Москва,2022-12-19T15:21:08+0300
Менеджер проектов,,,,Минск,2022-12-19T14:46:26+0300
Java developer Middle/Senior,,,,Москва,2022-12-19T17:49:33+0300
Мастер канализационных сетей и станций,55080,,RUR,Краснодар,2022-12-19T13:20:28+0300
Руководитель экспертной группы (развитие платежной системы),,,,Москва,2022-12-19T14:36:18+0300
Художественный редактор/дизайнер детской досуговой и учебной литературы,,,,Москва,2022-12-19T13:24:16+0300
Оператор станка ЧПУ на производстве технологичных изделий,50000,,RUR,Екатеринбург,2022-12-19T14:05:25+0300
Механик,30000,50000,RUR,Ступино,2022-12-19T14:08:06+0300
Продуктовый редактор (English),70000,85000,RUR,Санкт-Петербург,2022-12-19T17:20:50+0300
Оператор станков с ЧПУ,50000,60000,RUR,Самара,2022-12-19T15:13:27+0300
